job_id,title,description,skills,rules_v2_prediction,human_label
570,"Steuerberater (m/w/d) in Würzburg, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€","TaxTalente ist die Nr. 1 Job-Matching Plattform für Jobsuchende in der Steuerberatung. Sie suchen eine positive berufliche Veränderung? Sie möchten den nächsten Schritt in Ihrer Karriere gehen und streben möglicherweise sogar eine Partnerschaft in einer zukunftsorientierten Kanzlei an? Sie möchten endlich wieder in einem positiven Arbeitsumfeld arbeiten, in dem Sie finanziell und persönlich wertgeschätzt werden? Sie suchen nach Tätigkeiten, die Sie auch wirklich weiterbringen? Sofern Sie sich in mindestens einem der genannten Punkte wiederfinden, sollten Sie sich bei uns melden. Wir haben die attraktivsten Arbeitgeber der Steuerberatungsbranche in unserem Netzwerk und bringen zusammen, was zusammengehört. Grenzenlose Entwicklungschancen mit Partnermöglichkeiten, vielschichtige Tätigkeitsbereiche, Gehälter wie in der Industrie und vieles mehr – melden Sie sich bei uns und wir unterstützen Sie auf Ihrem weiteren Karriereweg! Derzeit suchen wir nach einem Steuerberater (m/w/d) für eine unserer Partner-Kanzleien in Würzburg Bei Rückfragen kannst du dich gerne jederzeit (auch nach deinem Feierabend) direkt telefonisch an Herrn Becker-Koch über folgende Nummer wenden: 015901431130 Aufgab","directors, chief executives",Other,Other
480,Steuerfachangestellte als Entgeltabrechnerin (w/m/d) bei Homeoffice-Anteil,"Für ein wirtschaftlich gut aufgestelltes Dienstleistungsunternehmen mit acht Standorten national und international und 750 Mitarbeitenden suchen wir Sie als MITARBEITER ENTGELTABRECHNUNG / PAYROLL / GEHALTSABRECHNERIN (w/m/d). Ihr neuer Arbeitgeber mit Sitz in bester Stuttgarter City-Lage bietet Ihnen einen Homeoffice-Anteil von einem Tag pro Woche nach erfolgreicher Einarbeitung sowie zahlreiche Benefits . In Ihrer neuen Position rechnen Sie die Mitarbeitenden von zwei der acht Standorte ab ( keine Steuerberatung , keine Mandantenbuchhaltung!). In Abhängigkeit von Ihrer Qualifikation und Berufserfahrung können Sie hier bis zu 60.000 € p.a. verdienen. Die Vollzeitstelle ist im Rahmen der Personalvermittlung zu besetzen. Bedeutet also: Sie haben von Anfang an ein festes Anstellungsverhältnis mit Ihrem neuen Arbeitgeber, der Sie gerne viele Jahre beschäftigen möchte. Der besseren Lesbarkeit wegen richten sich alle folgenden Bezeichnungen an alle Geschlechter. Aufgaben Voilà, so sieht Ihr neuer Job aus! Sie erstellen die Gehaltsabrechnungen inkl. fachlicher Besonderheiten wie z. B. Honorarabrechnungen Für die von Ihnen abgerechneten Mitarbeitenden sind Sie die zuverlässige Ansprechper",compensation and benefits,Other,Other
348,Softwareentwickler (m/w/d),"Wir haben uns zum Ziel gesetzt, die komplexen Herausforderungen und Chancen der digitalen Zukunft für unsere Umwelt positiv zu gestalten. Unsere Spezialisierung liegt in der Verbesserung der Softwareentwicklungs- und Bereitstellungsprozesse unserer Kund:innen mit dem Ziel, die digitale Souveränität insbesondere im Public Sector zu stärken. Wir beraten auf Augenhöhe, entwickeln uns immer weiter und bleiben dabei offen für alles: neue Tools und Trends, neue Arbeitsformen, neue Menschen . Für unsere Mitarbeitenden haben wir ein transparentes und offenes Arbeitsumfeld geschaffen, das Innovation, Effizienz und Zufriedenheit in den Vordergrund stellt. Wenn du auch einen positiven Einfluss auf die digitale Zukunft ausüben möchtest, sind wir dein space to be. Aufgaben **UNSER ENTWICKLUNGSSTACK Cloudogu LowOps Plattform • SCM-Manager • Linux • Go • Bash • Docker • Kubernetes • Git • Javascript • Java • HTML/CSS • SQL • React • Spring • Angular • Jenkins • SonarQube WAS DU BEI UNS VERANTWORTEN KANNST** Als Softwareentwickler gestaltest du aktiv die Entwicklung moderner Softwarelösungen und treibst die technische Weiterentwicklung unserer Produkte voran. In einem agilen Team übernimmst du ein",software development,Software Engineering,Software Engineering
112,"Steuerberater (m/w/d) in Kaiserslautern, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€","TaxTalente ist die Nr. 1 Job-Matching Plattform für Jobsuchende in der Steuerberatung. Sie suchen eine positive berufliche Veränderung? Sie möchten den nächsten Schritt in Ihrer Karriere gehen und streben möglicherweise sogar eine Partnerschaft in einer zukunftsorientierten Kanzlei an? Sie möchten endlich wieder in einem positiven Arbeitsumfeld arbeiten, in dem Sie finanziell und persönlich wertgeschätzt werden? Sie suchen nach Tätigkeiten, die Sie auch wirklich weiterbringen? Sofern Sie sich in mindestens einem der genannten Punkte wiederfinden, sollten Sie sich bei uns melden. Wir haben die attraktivsten Arbeitgeber der Steuerberatungsbranche in unserem Netzwerk und bringen zusammen, was zusammengehört. Grenzenlose Entwicklungschancen mit Partnermöglichkeiten, vielschichtige Tätigkeitsbereiche, Gehälter wie in der Industrie und vieles mehr – melden Sie sich bei uns und wir unterstützen Sie auf Ihrem weiteren Karriereweg! Derzeit suchen wir nach einem Steuerberater (m/w/d) für eine unserer Partner-Kanzleien in Kaiserslautern Bei Rückfragen kannst du dich gerne jederzeit (auch nach deinem Feierabend) direkt telefonisch an Herrn Becker-Koch über folgende Nummer wenden: 015901431130 ","directors, chief executives",Other,Other
121,"Praktikum Online Marketing & Media Design (m/w/d) - Content Creation, Social Media & Startup-Kultur","🎨 Du suchst ein Pflichtpraktikum oder Praxissemester, in dem du deine Kreativität im Media Design mit strategischem Online Marketing verbinden kannst? 📱 Möchtest du nicht nur Posts planen, sondern eine Marke wirklich mitgestalten – von Content Creation bis Kampagnenstrategie? Dann bist du bei Think3DDD genau richtig! Wir sind ein mehrfach ausgezeichnetes Startup aus Berlin-Adlershof und entwickeln innovative Lösungen im Bereich 3D-Scan, 3D-Druck und Medizintechnik . Damit unsere Ideen sichtbar werden, suchen wir dich als Praktikant*in im Online Marketing & Media Design . Bei uns kannst du Marketing hands-on erleben – und gleichzeitig dein Gespür für Design, visuelles Storytelling und Content Creation einbringen. Aufgaben 📢 Entwicklung und Umsetzung kreativer Marketingstrategien (Social Media, Website, Kampagnen). 🎨 Gestaltung von visuellem Content – Grafiken, Banner, Animationen, kurze Videos & Reels. ✍️ Texterstellung für Website, Social Media & Newsletter. 📊 Unterstützung beim Performance-Tracking und bei der Analyse von Marketingmaßnahmen. 🤝 Zusammenarbeit mit unserem Team in HR, Vertrieb & 3D-Druck zur Abstimmung von Projekten. 🚀 Eigenverantwortliche Projekte : Übernimm Aufgabe",marketing and communication,Other,Other
13,Executive Assistant,"Company Description Ritual AdsÂ® is a cutting-edge AI software company that uses generative AI to create tailored, data-driven advertising content on demand. The platform helps organizations quickly produce high-impact, customized ads that align with their brand and audience. By combining advanced machine learning with real-time data, Ritual AdsÂ® aims to improve campaign performance and efficiency. Team members collaborate in a technology-forward environment focused on innovation, scalability, and measurable results. Role Description The Executive Assistant at Ritual AdsÂ® is a full-time, remote role responsible for providing comprehensive administrative and organizational support to company leadership. Day-to-day tasks include managing calendars, scheduling meetings, coordinating travel, and preparing agendas and meeting materials. The Executive Assistant will handle expense reports, track reimbursements, and maintain accurate documentation. The role also includes managing correspondence, drafting and editing communications, organizing digital files, and supporting special projects and operational tasks to ensure smooth executive workflows. Qualifications Strong Executive Adminis","design, education, customer support, dev, marketing, travel, cloud, exec, content writing, medical, recruiter, digital nomad, product designer, sys admin, teaching, designer, speech, quality assurance, senior, engineer, coordinator, testing, ops, virtual assistant, ads, full time, go",Other,Other
595,SAP HCM Berater (m/w/d),"Als zukunftsorientiertes und wachsendes Unternehmen bietet Ihnen die HR Team Consult GmbH mit flachen Hierarchien vielfältige Entwicklungsmöglichkeiten innerhalb des Unternehmens. Als Teamplayer erwartet Sie eine spannende Arbeit – remote sowie vor Ort beim Kunden – als Festanstellung mit einem attraktiven Grundgehalt, zusätzlicher leistungsbezogener Bonusregelung und weiteren Sozialleistungen. Regelmäßige, individuelle Schulungen gewährleisten einen aktuellen Wissensstand. Aufgaben Konzeption und Umsetzung von Prozess- und Systemweiterentwicklungen Änderungsimplementierungen in der SAP-Personalabrechnung, Personaladministration, Zeitwirtschaft oder Organisationsmanagement Mitarbeit bei der Bestandskundenbetreuung (Application Management) und in Neukundenprojekten Qualifikation Kenntnisse in der Personalabrechnung sowie der Folgeverarbeitung Berufserfahrung Ihre Qualifikationen runden Sie durch ausgeprägte Teamfähigkeit, analytisches Denken, Kundenfreundlichkeit und Flexibilität ab sehr gute Deutschkenntnisse gute Englischkenntnisse Haben wir Ihr Interesse geweckt? Dann bewerben Sie sich mit Ihren aussagekräftigen Bewerbungsunterlagen. Find Jobs in Germany on Arbeitnow",business consulting,Software Engineering,Other
383,Regional HR Business Partner,"The TIENS Group Co., Ltd. is a multinational conglomerate, integrating industrial capital, business capital and financial capital with its scope of business covering biotechnology, health management, hotel and tourism industry, education & training, e-commerce and finance investment, etc. With its business reaching over 224 countries, TIENS Group has set up branches in 119 countries & regions and has established strategic alliances with top ranked enterprises from many countries. Department: Human Resources Reporting To: Overseas HRVP Location: Remote (preferably in Germany, Poland, Bulgaria or Hungary). Cross-border travel required, please indicate your current residence location and citizenship in the application. Candidates must already possess unrestricted legal authorization to work and travel across their respective region/continent without company sponsorship. Must be able to overlap with local regional business hours. Tasks Strategic Business Alignment Partner with regional executives to map out workforce plans that support regional expansion. Provide change management support during organizational shifts and market entries. Act as a direct communication bridge between Glob","remote, management, team leader",Other,Other
270,"Steuerberater (m/w/d) in Emskirchen, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€","TaxTalente ist die Nr. 1 Job-Matching Plattform für Jobsuchende in der Steuerberatung. Sie suchen eine positive berufliche Veränderung? Sie möchten den nächsten Schritt in Ihrer Karriere gehen und streben möglicherweise sogar eine Partnerschaft in einer zukunftsorientierten Kanzlei an? Sie möchten endlich wieder in einem positiven Arbeitsumfeld arbeiten, in dem Sie finanziell und persönlich wertgeschätzt werden? Sie suchen nach Tätigkeiten, die Sie auch wirklich weiterbringen? Sofern Sie sich in mindestens einem der genannten Punkte wiederfinden, sollten Sie sich bei uns melden. Wir haben die attraktivsten Arbeitgeber der Steuerberatungsbranche in unserem Netzwerk und bringen zusammen, was zusammengehört. Grenzenlose Entwicklungschancen mit Partnermöglichkeiten, vielschichtige Tätigkeitsbereiche, Gehälter wie in der Industrie und vieles mehr – melden Sie sich bei uns und wir unterstützen Sie auf Ihrem weiteren Karriereweg! Derzeit suchen wir nach einem Steuerberater (m/w/d) für eine unserer Partner-Kanzleien in Emskirchen Bei Rückfragen kannst du dich gerne jederzeit (auch nach deinem Feierabend) direkt telefonisch an Herrn Becker-Koch über folgende Nummer wenden: 015901431130 Aufg","directors, chief executives",Other,Other
409,SHK-/HKLS-Meister:in (m/w/d),"MALO7 ist Ihr fester Ansprechpartner für Planung, Sanierung, Modernisierung und Bauprojekte im Rhein-Neckar-Kreis. Wir koordinieren sämtliche Gewerke und begleiten unsere Kunden von der ersten Planung bis zur erfolgreichen Fertigstellung. Zur Verstärkung unseres Teams suchen wir einen erfahrenen SHK-/HKLS-Meister (m/w/d), der unsere Projekte technisch verantwortet und moderne Lösungen im Bereich Sanitär, Heizung, Klima und Lüftung erfolgreich umsetzt. Aufgaben Fachliche Leitung der Gewerke Sanitär, Heizung, Klima und Lüftung Planung und Auslegung moderner Heizungs-, Sanitär- und Lüftungsanlagen Schwerpunkt Wärmepumpen, Fußbodenheizung und energetische Sanierungen Erstellung von Angeboten, Leistungsverzeichnissen und Kalkulationen Koordination von Monteuren, Nachunternehmern und Projektpartnern Bauüberwachung sowie Qualitäts-, Termin- und Kostenkontrolle Durchführung von Inbetriebnahmen, Funktionsprüfungen und Abnahmen Beratung von Kunden zu technischen Lösungen und Förderprogrammen (BEG, BAFA, KfW) Ansprechpartner für Bauherren, Architekten und Energieberater Qualifikation Abgeschlossene Meisterprüfung im Installateur- und Heizungsbauerhandwerk oder als SHK-/HKLS-Meister Mehrjährig",project management,Other,Other
411,HR Business Partner (m/w/d),"Die AVS Services GmbH hat ihren Hauptsitz in Leverkusen. Sie ist ein führender Anbieter von Verkehrssicherheitslösungen in Deutschland und ist auf die Verkehrssicherung sowie das Verkehrsmanagement in Baustellenbereichen auf Autobahnen, Bundes- und Schnellstraßen sowie für urbane Verkehrsnetze spezialisiert. Mit jahrzehntelanger Erfahrung in der Planung und Umsetzung von temporären Verkehrssicherungsmaßnahmen und einem Team aus hochqualifizierten Fachleuten steht die Sicherheit der Menschen und ein effizienter Verkehrsfluss im Bereich von Straßenbaustellen im Fokus unseres täglichen Handelns. Mit über 1.000 praxiserprobten Fachkräften und Spezialisten sorgen wir flächendeckend jeden Tag auf Deutschlands Straßen dafür, dass Baustellen optimal abgesichert sind. Du möchtest HR strategisch mitgestalten , Veränderungen vorantreiben und gleichzeitig Verantwortung für Menschen übernehmen? Dann werde Teil unseres HR-Teams und begleite unser Wachstum aktiv mit. Für unser Team in Leverkusen suchen wir zum nächstmöglichen Zeitpunkt eine*n HR Business Partner (m/w/d), idealerweise in Vollzeit (40 Stunden / Woche). DAS BEKOMMST DU Teamkultur - regelmäßige Highlights wie Sommerfest, Weihnachtsfe",hr,Other,Other
464,(Senior) Performance Marketing Manager (m/w/d),"Wir suchen ab sofort eine:n (Senior) Performance Marketing Manager (m/w/d) in Vollzeit in Berlin. Aufgaben Du verantwortest die Performance unserer Paid-Marketing-Kanäle entlang des gesamten Funnels und entwickelst diese datenbasiert weiter Du gestaltest und managst Kampagnen, von der Konzeption der Ad Creatives, über das Ausspielen und Optimieren der Kampagnen bis zur KPI- und Daten-Analyse und den Reportings Du steuerst bereichsübergreifend die Zusammenarbeit mit CRM, Data, Content und Design und sorgst dafür, dass Performance-Marketing optimal mit den anderen Growth-Kanälen verzahnt ist Du testest kontinuierlich neue Kanäle, Formate und Technologien und entwickelst unsere Performance-Marketing-Strategie kontinuierlich weiter, um den Impact der Paid-Channels zu steigern Du steuerst die Zusammenarbeit mit externen UGC-Creator:innen und sorgst für einen reibungslosen Ablauf von Briefing bis Content-Lieferung Du entwickelst zielgerichtete Briefings inklusive Hooks, Script-Ideen und Content-Guidelines, die auf unsere Performance-Ziele einzahlen Du sichtest und bewertest eingehende Creatives, gibst konstruktives Feedback und stellst eine hohe inhaltliche und qualitative Qualität siche",distribution marketing,Other,Other
165,Technischer Objektverwalter (m/w/d),"Im Auftrag unseres Partnerunternehmens in Stuttgart suchen wir Sie zum nächstmöglichen Zeitpunkt als „Objektleiter (m/w/d) Facility Management“. Aufgaben Als Objektleiter Facility Management (m/w/d) verantworten Sie den technischen Betrieb von Immobilien inkl. Betreiberpflichten und Compliance Zudem führen und steuern Sie das Technikteam, planen Einsätze und koordinieren Ressourcen effizient Auch organisieren Sie Instandhaltungs-, Umbau- und Reparaturmaßnahmen inklusive Qualitätssicherung und Budgetsteuerung Darüber hinaus entwickeln Sie Prozesse, Instandhaltungsstrategien und stellen die Einhaltung gesetzlicher Vorschriften sicher Zusätzlich übernehmen Sie Reporting, stimmen sich regelmäßig mit Auftraggebern ab und fungieren als zentrale Schnittstelle zu Behörden Qualifikation Sie verfügen über eine technische Ausbildung oder ein Studium, z. B. im Facility Management, Bauingenieurwesen, Elektrotechnik oder eine vergleichbare Qualifikation Zudem bringen Sie mehrjährige Erfahrung als technischer Objektverwalter (m/w/d), technischer Property Manager (m/w/d) oder Leiter (m/w/d) Facility Management oder einem ähnlichen Bereich Auch besitzen Sie fundierte Kenntnisse relevanter Vorschrif","building, supply, safety services engineering",Other,Other
463,Team Lead SDR (m/w/d),"Deine Mission Als Team Lead SDR (m/w/d) bei syte formst du die Menschen, die den ersten Kontakt zur Immobilienwirtschaft herstellen. Du führst ein Team von rund fünf SDRs – und machst aus Talenten die Vertriebler*innen, die unsere KI-Plattform zu den Entscheider*innen der Branche tragen. Du steuerst das Team und die Pipeline, schärfst die Strategie und sorgst dafür, dass jede*r im Team weiß, warum die individuelle Arbeit zählt. Damit baust du das Fundament für ein Produkt, das echte Entscheidungen in einer der wichtigsten Branchen unserer Zeit prägt. Das passt zu Dir? Dann suchen wir Dich zum nächstmöglichen Zeitpunkt in Berlin oder Münster . Deine Mission: Führung & Entwicklung: Du führst ein Team von rund fünf SDRs – durch 1:1s, Coaching, Pipeline-Reviews und kontinuierliches Skill-Building. Du entwickelst Junior-Talente zu starken SDRs und bereitest sie optimal auf den nächsten Karriereschritt als Account Executive (AE) vor. Performance-Steuerung: Du verantwortest die Team-Ziele – Anzahl qualifizierter Deals, generierte Pipeline und Conversion entlang des Funnels. Du steuerst datenbasiert über HubSpot und greifst früh ein, wenn Kennzahlen vom Plan abweichen. Prozess & Enablement","remote, business development",Other,Other
544,Bilanzbuchhalter (m/w/d),"Für ein etabliertes, international agierendes Unternehmen aus dem technischen Umfeld suchen wir im Rahmen der Direktvermittlung einen engagierten Bilanzbuchhalter (m/w/d) am Standort Hamburg. Unser Mandant überzeugt durch langjährige Erfahrung, eine hohe Marktpräsenz sowie einen starken Fokus auf Qualität und kontinuierliche Weiterentwicklung. Zur Verstärkung des Finance-Teams wird zum nächstmöglichen Zeitpunkt eine erfahrene Persönlichkeit gesucht, die ihre Expertise in der Bilanzbuchhaltung einbringen und aktiv zur Optimierung der Finanzprozesse beitragen möchte. Aufgaben Eigenverantwortliche Erstellung von Monats-, Quartals- und Jahresabschlüssen nach HGB Mitwirkung bei der Erstellung des Konzernabschlusses einschließlich Konsolidierung von Tochtergesellschaften Sicherstellung einer hohen Abschlussqualität sowie termingerechter Reporting- und Abschlussprozesse Verantwortung für ausgewählte Bereiche der laufenden Finanzbuchhaltung Durchführung von Konten-, Intercompany- und SaldenabstimmungenAnsprechpartner für Wirtschaftsprüfer, Steuerberater, Betriebsprüfer sowie interne Fachabteilungen Vorbereitung und Begleitung von Jahresabschluss- und Betriebsprüfungen Unterstützung der Ges",finance,Other,Other
509,Senior Systemarchitekt (m/w/d) Hochvolt-Inverter in Nürnberg / Remote (1707),"Ihre Karriere in der Konzeption innovativer Hochvolt-Antriebslösungen. Mit BRÜGGEN ENGINEERING entwickeln Sie übergreifende Systemarchitekturen für Hochvolt-Inverter und elektrifizierte Antriebe. Sie definieren technische Konzepte, steuern die Umsetzung über mehrere Entwicklungsbereiche hinweg und übernehmen die fachliche Abstimmung mit internationalen Kunden. Aufgaben Systemarchitektur: Sie verantworten die Entwicklung und Umsetzung von Systemarchitekturen für Hochvolt-Inverter und elektrische Antriebssysteme über den gesamten Produktlebenszyklus. Konzeptentwicklung: Sie erarbeiten robuste Systemkonzepte und Anforderungen unter Berücksichtigung von Qualität, Leistung, Kosten, Terminen und Kundenerwartungen. Architektursteuerung: Sie koordinieren System Engineering, Hardware, Software, Kalibrierung, funktionale Sicherheit und Test und stellen ein konsistentes Gesamtsystem sicher. Kundenabstimmung: Sie leiten technische Gespräche und fungieren als zentraler Ansprechperson für Architektur- und Systemfragen. Fehleranalyse: Sie bewerten komplexe technische Abweichungen, führen Root-Cause-Analysen durch und definieren wirksame Lösungen auf Systemebene. Funktionale Sicherheit: Sie treibe","remote, engineering",Other,Other
118,"Steuerberater (m/w/d) in Wustermark, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€","TaxTalente ist die Nr. 1 Job-Matching Plattform für Jobsuchende in der Steuerberatung. Sie suchen eine positive berufliche Veränderung? Sie möchten den nächsten Schritt in Ihrer Karriere gehen und streben möglicherweise sogar eine Partnerschaft in einer zukunftsorientierten Kanzlei an? Sie möchten endlich wieder in einem positiven Arbeitsumfeld arbeiten, in dem Sie finanziell und persönlich wertgeschätzt werden? Sie suchen nach Tätigkeiten, die Sie auch wirklich weiterbringen? Sofern Sie sich in mindestens einem der genannten Punkte wiederfinden, sollten Sie sich bei uns melden. Wir haben die attraktivsten Arbeitgeber der Steuerberatungsbranche in unserem Netzwerk und bringen zusammen, was zusammengehört. Grenzenlose Entwicklungschancen mit Partnermöglichkeiten, vielschichtige Tätigkeitsbereiche, Gehälter wie in der Industrie und vieles mehr – melden Sie sich bei uns und wir unterstützen Sie auf Ihrem weiteren Karriereweg! Derzeit suchen wir nach einem Steuerberater (m/w/d) für eine unserer Partner-Kanzleien in Wustermark Bei Rückfragen kannst du dich gerne jederzeit (auch nach deinem Feierabend) direkt telefonisch an Herrn Becker-Koch über folgende Nummer wenden: 015901431130 Aufg","directors, chief executives",Other,Other
365,Microsoft Purview Senior Consultant (m/w/d),"Who are we? It all starts with the mission: NVISO is here to protect European society from potentially devastating cyber attacks! This means we offer cyber security services to private and governmental organizations to help them better prepare for, prevent, detect and respond to cyber security incidents. All of this is built on four fundamental values that define who we are: We are Proud, We Break Barriers, We Care and No BS! Tasks As a Microsoft Purview Senior Consultant (m/w/d) based in Germany, you will help our customers protect, govern and ensure compliance on the use of their data. Working alongside senior Purview experts, you will translate business, legal and regulatory requirements into concrete Microsoft Purview configurations across Microsoft 365 and Azure. You will spend most of your time hands-on: configuring sensitivity labels, deploying Data Loss Prevention policies, setting up retention rules and tuning classifications, always with a strong focus on user experience and operational stability. This role is a natural next step for security consultants with 3 – 4 years of IT security experience who want to specialize in Microsoft data security and compliance. You will g",it security,Cybersecurity,Cybersecurity
343,Werkstudent*in Service & Office Support (m/w/d),"Unser Office nicht nur sauber halten, sondern als gute Seele des Hauses jeden Tag für echte Wohlfühlatmosphäre und reibungslose Abläufe sorgen? Bei benuta bist du die zentrale Schnittstelle im Hintergrund, die unserem Team den Rücken freihält und dafür sorgt, dass sich Kolleg*innen und Gäste ab der ersten Sekunde willkommen fühlen. Wenn du ein echtes Organisationstalent besitzt, gerne proaktiv mitdenkst und eine strukturierte Arbeitsweise mit einem freundlichen Lächeln verbindest, um an unserem Standort für ein professionelles, gepflegtes und herzliches Umfeld zu sorgen, dann ist das hier deine nächste Challenge! Deine Aufgaben Verpflegung & Service: Du sorgst für das leibliche Wohl unseres Teams – dazu gehören die tägliche Vorbereitung des Frühstücks (z. B. Brötchen schmieren) und die Begleitung der Mittagsausgabe. Office-Care & Wohlfühlatmosphäre: Du hältst Gemeinschaftsflächen, Kaffeeküchen und Meetingräume blitzblank und ordentlich, wischst Oberflächen ab und bedienst Spül- sowie Waschmaschinen. Meeting-Support: Du stattest unsere Besprechungsräume zuverlässig mit Getränken und Snacks aus, damit Termine reibungslos ablaufen. Bestandsmanagement: Du behältst Lebensmittel, Reinigu","cleaning, vocational",Other,Other
114,"Steuerberater (m/w/d) in Altdorf bei Nürnberg, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€","TaxTalente ist die Nr. 1 Job-Matching Plattform für Jobsuchende in der Steuerberatung. Sie suchen eine positive berufliche Veränderung? Sie möchten den nächsten Schritt in Ihrer Karriere gehen und streben möglicherweise sogar eine Partnerschaft in einer zukunftsorientierten Kanzlei an? Sie möchten endlich wieder in einem positiven Arbeitsumfeld arbeiten, in dem Sie finanziell und persönlich wertgeschätzt werden? Sie suchen nach Tätigkeiten, die Sie auch wirklich weiterbringen? Sofern Sie sich in mindestens einem der genannten Punkte wiederfinden, sollten Sie sich bei uns melden. Wir haben die attraktivsten Arbeitgeber der Steuerberatungsbranche in unserem Netzwerk und bringen zusammen, was zusammengehört. Grenzenlose Entwicklungschancen mit Partnermöglichkeiten, vielschichtige Tätigkeitsbereiche, Gehälter wie in der Industrie und vieles mehr – melden Sie sich bei uns und wir unterstützen Sie auf Ihrem weiteren Karriereweg! Derzeit suchen wir nach einem Steuerberater (m/w/d) für eine unserer Partner-Kanzleien in Altdorf bei Nürnberg Bei Rückfragen kannst du dich gerne jederzeit (auch nach deinem Feierabend) direkt telefonisch an Herrn Becker-Koch über folgende Nummer wenden: 0159014","directors, chief executives",Other,Other
255,Junior Google Performance & Analytics Manager (m/w/d),"In dieser Position bist du für die operative Umsetzung unseres Google-Marketings zuständig. Während die Strategie und das technische Setup vorgegeben werden, verantwortest du das fehlerfreie Einbuchen, die tägliche Pflege und das exakte Monitoring unserer Google-Ads-Kampagnen. Du hältst dem Team im Tagesgeschäft den Rücken frei, überwachst die Budgets nach klaren Vorgaben und bereitest die Performance-Daten in übersichtlichen Reportings auf. Durch deine strukturierte Arbeitsweise sorgst du dafür, dass unsere Kampagnen verlässlich laufen und optimiert werden. Aufgaben Kampagnen-Setup & Pflege: Du buchst Google-Ads-Kampagnen (Search, Shopping, Performance Max) nach klaren Vorgaben ein und pflegst Anzeigen, Texte sowie Budgets im System. Tägliches Monitoring: Du überwachst laufend die Performance und die Tagesbudgets unserer Accounts, um einen reibungslosen und fehlerfreien Ablauf der Kampagnen sicherzustellen. Datenpflege & Reporting: Du exportierst regelmäßig die Leistungsdaten der Werbekampagnen und bereitest diese in übersichtlichen Excel-Listen oder Dashboards für das Management auf. Operatives Tagesgeschäft: Du unterstützt bei der täglichen Organisation der Marketing-Aktivitäten",marketing and communication,Data > Analytics,Other
460,Senior Scientist (m/w/d) Messtechnik Sensorsysteme Pharma in Mannheim (1708),"Ihre Karriere in der Entwicklung innovativer Diagnostiklösungen. Mit BRÜGGEN ENGINEERING entwickeln Sie moderne Messtechnik für Sensorsysteme in der Medizintechnik. Sie gestalten neue Messverfahren, koordinieren die technische Umsetzung mit interdisziplinären Teams und begleiten die Entwicklung von der Konzeption bis zur Qualifizierung. Aufgaben Messtechnik: Sie entwickeln und konzipieren Messsysteme für Sensorsysteme zur Erfassung diagnostisch relevanter Parameter. Schnittstellenmanagement: Sie stimmen messtechnische Anforderungen mit den Bereichen Elektronik und Software ab und begleiten deren Umsetzung im Projekt. Simulation: Sie bauen Simulationsumgebungen auf, vergleichen Simulationen mit experimentellen Ergebnissen und optimieren die Modelle kontinuierlich. Messverfahren: Sie bringen Ihre Erkenntnisse in die Entwicklung neuer Messverfahren ein und arbeiten dabei eng mit der Sensorentwicklung zusammen. Qualifizierung: Sie koordinieren Testverfahren und unterstützen Qualifizierungs- sowie Validierungsaktivitäten. Dokumentation: Sie erstellen technische Unterlagen nach regulatorischen und internen Vorgaben und fungieren als Ansprechperson für angrenzende Fachbereiche. Qualifikat",engineering,Other,Other
130,Projektlekitung Klassifizierung von Personalakten (m/w/d) in Voll- oder Teilzeit,"Bist du bereit, Teil eines der führenden Unternehmen im Bereich ECM-Lösungen zu werden? Bei Transferdata GmbH in Eching bieten wir dir die Chance, in einem dynamischen Umfeld zu arbeiten, das Innovation und hohe Qualitätsstandards vereint. Als Projektleitung Klassifizierung von Personalakten (m/w/d) in Voll- oder Teilzeit bist du verantwortlich für die Leitung und Umsetzung spannender Digitalisierungsprojekte. Dabei unterstützt du sowohl DAX-Unternehmen als auch kleine Firmen auf ihrem Weg zur digitalen Transformation. Wenn du Lust auf eine Rolle hast, bei der du wirklich etwas bewegen kannst, und du gerne in einem motivierten Team arbeitest, dann freuen wir uns darauf, dich kennenzulernen. Lass uns gemeinsam die Zukunft gestalten! Aufgaben Gesamtverantwortung für Klassifizierungsprojekte digitalisierter Personalakten Konzeption und Pflege kundenspezifischer Aktenpläne und Metadatenmodelle Fachliche Führung und Koordination des Sachbearbeitungsteams Qualitäts-, Termin- und Budgetsteuerung inkl. Reporting an Kunde und Geschäftsleitung Ansprechpartner:in für Kunden (HR-Leitung, Datenschutz, IT) während der gesamten Projektlaufzeit Kontinuierliche Optimierung der Klassifizierungs- und",administration,Product & Management,Product & Management
